set,rank,anchor_path,negative_path,anchor_person_id,negative_person_id,visual_cosine,semantic_cosine,hybrid_rank,anchor_camera,negative_camera,anchor_clothes_key,negative_clothes_key,anchor_gender,negative_gender,anchor_hair_color,negative_hair_color,anchor_hair_length,negative_hair_length,anchor_body_build,negative_body_build
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/114/C_cropped_rgb2205.jpg,0,11,0.8743747472763062,0.9999998807907104,,B,C,092,114C,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.873742401599884,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb045.jpg,0,51,0.8717138767242432,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8525289297103882,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6102300882339478,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7701516151428223,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7175788283348083,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6584764122962952,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8525289297103882,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb151.jpg,0,11,0.8878583908081055,0.9999998807907104,2,B,B,092,114,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6102300882339478,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8795199394226074,0.9999998807907104,4,B,B,092,114,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb066.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7701516151428223,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.9075983762741089,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb045.jpg,0,51,0.9075071811676025,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb052.jpg,0,51,0.9023013710975647,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb151.jpg,0,11,0.9021745920181274,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/206/C_cropped_rgb464.jpg,0,61,0.9021276235580444,0.9999998807907104,,B,C,092,206C,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8502357006072998,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.692965030670166,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7255173921585083,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.76617032289505,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6901532411575317,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8502357006072998,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.9075983762741089,0.9999998807907104,2,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.692965030670166,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb045.jpg,0,51,0.9075071811676025,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb092.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7255173921585083,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8888389468193054,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8887377977371216,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/206/C_cropped_rgb464.jpg,0,61,0.8824366927146912,0.9999998807907104,,B,C,092,206C,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8816584944725037,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8806368708610535,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8710049986839294,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6559714674949646,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7188122868537903,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7613650560379028,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6903132796287537,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8710049986839294,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8888389468193054,0.9999998807907104,2,B,B,092,114,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6559714674949646,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8887377977371216,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb112.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7188122868537903,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8844665884971619,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8818565011024475,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8803855180740356,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8768388032913208,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/154/A_cropped_rgb001.jpg,0,27,0.8764674663543701,0.9999998807907104,,B,A,092,154,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8655657172203064,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6265765428543091,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7702330350875854,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7345580458641052,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.680648922920227,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8655657172203064,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8844665884971619,0.9999998807907104,2,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6265765428543091,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8818565011024475,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb115.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7702330350875854,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/114/C_cropped_rgb2205.jpg,0,11,0.8728020191192627,0.9999998807907104,,B,C,092,114C,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8711012601852417,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8701629042625427,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb260.jpg,0,51,0.8647006750106812,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb001.jpg,0,51,0.8623707294464111,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8574441075325012,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.7313367128372192,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7499483823776245,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.766495406627655,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6729814410209656,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8574441075325012,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/114/C_cropped_rgb2205.jpg,0,11,0.8728020191192627,0.9999998807907104,2,B,C,092,114C,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.7313367128372192,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8711012601852417,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb118.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7499483823776245,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8771277070045471,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/098/C_cropped_rgb076.jpg,0,2,0.8719819188117981,0.9999998807907104,,B,C,092,098C,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8698040246963501,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/098/C_cropped_rgb079.jpg,0,2,0.8693221807479858,0.9999998807907104,,B,C,092,098C,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8687208890914917,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8680589199066162,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6469712853431702,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7213190793991089,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7511686682701111,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.667452871799469,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8680589199066162,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8771277070045471,0.9999998807907104,2,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6469712853431702,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/098/C_cropped_rgb076.jpg,0,2,0.8719819188117981,0.9999998807907104,4,B,C,092,098C,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb121.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7213190793991089,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8793274164199829,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb052.jpg,0,51,0.8725629448890686,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8723254799842834,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8716983199119568,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8712763786315918,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8669694066047668,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6235867738723755,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7275949716567993,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7665979862213135,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6676785349845886,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8669694066047668,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8793274164199829,0.9999998807907104,2,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6235867738723755,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb052.jpg,0,51,0.8725629448890686,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb127.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7275949716567993,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb133.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8845022916793823,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb133.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8836508393287659,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
